,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
35,Televisor Philips 32'' Hd Android Tv 10 Q Hdr10 Bluetooth,BR,4.7,Televisores,$,77999,54999,29,500,108,(108 disponibles),78,https://articulo.mercadolibre.com.ar/MLA-1142536163-televisor-philips-32-hd-android-tv-10-q-hdr10-bluetooth-_JM#position=44&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e57,16/03/2023 05:23:16,Philips,SMART + ANDROID,32PHD6917/77,PHILIPS 32PHD6917/77,Negro,Sí,No,No,No,Android,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,Sí,,,Sí,No,,71.6 cm x 7.6 cm x 43.3 cm,3.98 kg,71.6 cm,16.6 cm,45.3 cm,3.02 kg,,Sí,,1366 px - 768 px,,3,2,Sí,No,Sí,2,5 W,Dolby Digital,,,No,No,Sí,,No,,No,No,,,,,,,,,,,,
36,Smart Tv 50 Philips 4k 7400 Series 50pud7406|77 Android,BR,5.0,Televisores,$,124509,106999,14,5,22,(22 disponibles),1,https://articulo.mercadolibre.com.ar/MLA-1158211249-smart-tv-50-philips-4k-7400-series-50pud740677-android-_JM#position=45&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e576,16/03/2023 05:23:23,Philips,7000 Series,50PUD7406/77,50PUD7406/77,,Sí,,,,Android 10,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1113 mm x 87.2 mm x 647.3 mm,11.3 kg,1113 mm,248 mm,678 mm,11.5 kg,"Control remoto,Baterías,Cable de alimentación,Guía de instalación,Manual,Manual electrónico,Soporte para la mesa",,"Prime Video,Disney+,YouTube,Netflix",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,2,20 W,"Dolby Atmos,AI Sound",,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
37,"Smart TV Samsung Series 6 QN65Q65BAGCZB QLED Full HD 65"" 220V - 240V",BR,4.9,Televisores,$,,379999,22,100,68,(68 disponibles),7,https://www.mercadolibre.com.ar/smart-tv-samsung-series-6-qn65q65bagczb-qled-full-hd-65-220v-240v/p/MLA19934370?pdp_filters=category:MLA1002#searchVariation=MLA19934370&position=28&search_layout=stack,16/03/2023 05:23:29,Samsung,Series 6,QN65Q65BAG,QN65Q65BAGCZB,,Sí,,No,,Tizen,QLED,"65 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,1450.9 mm x 25.7 mm x 831.4 mm,20.9 kg,1450.9 mm,274 mm,872.2 mm,21.3 kg,"Smart control TM2280E, Manual, Manual electrónico, Cable de alimentación",Sí,"SmartThings, Google Duo",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,20 W,"OTS-Lite, Q-Symphony, Adaptive Sound, Dolby Digital Plus",,50 Hz,,Sí,Sí,Bixby,,,,,,,,,,,,,,,,
38,"Smart TV Feelnology F4322FK5 LED Full HD 43"" 220V",BR,4.6,Televisores,$,,81999,,50,91,(91 disponibles),5,https://www.mercadolibre.com.ar/smart-tv-feelnology-f4322fk5-led-full-hd-43-220v/p/MLA20795087?pdp_filters=category:MLA1002#searchVariation=MLA20795087&position=29&search_layout=stack&type=product&tra,16/03/2023 05:23:35,Feelnology,,F4322FK5,,,Sí,,No,,,LED,"43 """,Full HD,,120000:1,,Sí,Sí,Sí,No,220V,,,,,97.2 cm x 8.2 cm x 56.7 cm,7.5 kg,97.2 cm,22.2 cm,61.5 cm,7.6 kg,,Sí,"Netflix, YouTube, Prime Video, Web browser",1920 px - 1080 px,16:9,3,2,,Sí,,,,Dolby Digital,,,,Sí,,,,,,,,,4,,,,,,,,,
39,"Smart TV Samsung Neo QLED 4K QN55QN85BAGCZB QLED 4K 55"" 220V - 240V",BR,4.7,Televisores,$,,479999,12,100,55,(55 disponibles),43,https://www.mercadolibre.com.ar/smart-tv-samsung-neo-qled-4k-qn55qn85bagczb-qled-4k-55-220v-240v/p/MLA19725351?pdp_filters=category:MLA1002#searchVariation=MLA19725351&position=30&search_layout=stack&,16/03/2023 05:23:42,Samsung,Neo QLED 4K,QN55QN85BA,QN55QN85BAGCZB,,Sí,,No,,Tizen,QLED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,1227.4 mm x 26.9 mm x 705.6 mm,17.2 kg,1227.4 mm,253 mm,767.9 mm,20.2 kg,"Smart control TM2280E, Manual, Manual electrónico, Cable de alimentación",Sí,"Samsung TV Plus, Netflix, Apple TV, Prime Video, YouTube, Web browser, Home Yoga, Music, SmartThings, Google Duo",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,6,60 W,"Dolby Atmos, Dolby Digital Plus, Adaptive Sound +, OTS, Q-Symphony",,120 Hz,,,Sí,"Bixby, Google Assistant, Alexa",,,,,,,,,,,,,,,,
40,"TV Kanji KJ-24TM005 LED Full HD 24"" 220V",BR,4.2,Televisores,$,,34999,10,1000,39,(39 disponibles),153,https://www.mercadolibre.com.ar/tv-kanji-kj-24tm005-led-full-hd-24-220v/p/MLA18614516?pdp_filters=category:MLA1002#searchVariation=MLA18614516&position=31&search_layout=stack&type=product&tracking_id=,16/03/2023 05:23:48,Kanji,,KJ-24TM005,,,,,,,,LED,"24 """,Full HD,,,5 ms,Sí,Sí,,,220V,,,,Sí,,,,,,,Control remoto,,,1920 px - 1080 px,16:9,1,1,,,,,,,,,,,,,No,,,,,,,,,,,,,,,
41,Smart Tv Quint 43 Qt1-43frame Led 1080p Fhd Wifi Linux,BR,None,Televisores,$,74999,59999,33,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1365500276-smart-tv-quint-43-qt1-43frame-led-1080p-fhd-wifi-linux-_JM#position=46&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e576,16/03/2023 05:24:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Smart Tv Samsung 55  Uhd 4k Au7000,BR,None,Televisores,$,184999,159999,13,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-1104524173-smart-tv-samsung-55-uhd-4k-au7000-_JM#position=47&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e5763,16/03/2023 05:24:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Smart Tv Led Full Hd 40 Pulgadas Netflix Youtube Con Android,BR,4.4,Televisores,$,80498,59198,26,100,1,None,9,https://articulo.mercadolibre.com.ar/MLA-816878291-smart-tv-led-full-hd-40-pulgadas-netflix-youtube-con-android-_JM#position=48&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b,16/03/2023 05:24:44,Kanji,Smart tv led,KJ-4XTL005,KJ.SMART40,Negro,Sí,No,No,No,Android TV,LED,"40 """,HD,No,16:9,,Sí,Sí,Sí,,220V,,,,,88.26 cm x 7.9 cm x 51.3 cm,5.8 kg,,,,,Control remoto,,"Netflix,YouTube",1366 px - 768 px,16:9,3,2,Sí,,,2,16 W,,250 cd/m²,,,Sí,,,Sí,,,,,,,,,,,,,,,
44,"Smart TV Samsung Neo QLED 4K QN50QN90BAGXZD QLED 4K 50"" 100V/240V",BR,None,Televisores,$,415799,374199,10,25,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-neo-qled-4k-qn50qn90bagxzd-qled-4k-50-100v240v/p/MLA19725705?pdp_filters=category:MLA1002#searchVariation=MLA19725705&position=32&search_layout=stack&t,16/03/2023 05:24:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Smart TV Hitachi CDH-LE504KSMART21-F LED 4K 50"" 220V",BR,4.6,Televisores,$,139999,102599,26,1000,1,None,129,https://www.mercadolibre.com.ar/smart-tv-hitachi-cdh-le504ksmart21-f-led-4k-50-220v/p/MLA19052734?pdp_filters=category:MLA1002#searchVariation=MLA19052734&position=33&search_layout=stack&type=product&,16/03/2023 05:24:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Android Tv Tcl L55p615 - 4k Hdr Dolby 100v-240v,BR,4.5,Televisores,$,139999,115999,17,50,1,None,4,https://articulo.mercadolibre.com.ar/MLA-1216352237-android-tv-tcl-l55p615-4k-hdr-dolby-100v-240v-_JM#position=49&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e5763,16/03/2023 05:24:52,TCL,P615,L55P615,L55P615-F,Negro,Sí,No,No,No,Android Pie,LED,"55 """,4K,Sí,5000:1,6.5 ms,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,123.9 cm x 8.4 cm x 72.1 cm,11 kg,,,,,"Base,Baterías,Cable de alimentación,Control remoto RC901V,Tornillos",Sí,"Centro de medios,Disney+,Google Play Movies & TV,Google Play Music,Google Play Store,Netflix,Prime Video,Spotify,YouTube",3840 px - 2160 px,16:9,3,1,Sí,,Sí,2,19 W,Dolby Audio,270 cd/m²,60 Hz,,,Sí,"AI-IN,Google Assistant",No,16 GB,No,No,178°,178°,,Argentina,Otro (sin especificar),,,,,,,
47,"Smart TV Hisense 43A42H LED Full HD 43"" 220V",BR,None,Televisores,$,,87999,,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-hisense-43a42h-led-full-hd-43-220v/p/MLA19955113?pdp_filters=category:MLA1002#searchVariation=MLA19955113&position=34&search_layout=stack&type=product&tracking,16/03/2023 05:24:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Smart Tv Samsung 2021 Un50au7000gczb Uhd 4k Tizen Led 50'',BR,4.7,Televisores,$,154999,124999,19,1000,1,None,107,https://articulo.mercadolibre.com.ar/MLA-1107817733-smart-tv-samsung-2021-un50au7000gczb-uhd-4k-tizen-led-50-_JM#position=50&search_layout=stack&type=item&tracking_id=b7fc89ce-eea9-4889-924e-15056b6e5,16/03/2023 05:24:57,Samsung,2021,UN50AU7000GCZB,UN50AU7000GCZB,Negro,Sí,No,No,No,Tizen,LED,"50 """,4K,Sí,Mega contraste,,Sí,Sí,Sí,Sí,220V - 240V,,Sí,Sí,Sí,1116.8 mm x 59.9 mm x 644.2 mm,11.4 kg,1116.8 mm,250.2 mm,719.1 mm,11.6 kg,"Smart control TM2140A,Baterías,Manual,Cable de alimentación,Adaptador AV,Manual electrónico",Sí,"Web browser,Gallery,Netflix,Prime Video,Apple TV,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony",,60 Hz,,,Sí,Bixby,No,,,,,,,,,,,,,,,
49,Smart Tv Noblex Dq50x9500pi Qled 4k 50'' Black Series Con Google Tv,BR,None,Televisores,$,159999,139999,12,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-noblex-dq50x9500pi-qled-4k-50-black-series-con-google-tv/p/MLA19712052?pdp_filters=category:MLA1002#searchVariation=MLA19712052&position=35&search_layout=stack,16/03/2023 05:24:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=x6%2Bzh0pI2l7eqcnNuidfxsk%2F3kaxAc17poyTOfxYrnIglXJnC2E1dnjLKAMrYcdg2z%2BjPlrxxG4BEqO9RJpcFOHQTbvO8xumVEYsyO7u9%2B1Qgm6O91ATI0z9nv,16/03/2023 05:25:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Smart Tv Led Full Hd 40 Pulgadas Netflix Youtube Con Android,BR,None,Televisores,$,,84988,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1128678653-smart-tv-led-full-hd-40-pulgadas-netflix-youtube-con-android-_JM#position=28&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55,16/03/2023 05:25:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Smart Tv Noblex Dq50x9500pi Qled 4k 50'' Black Series Con Google Tv,BR,4.9,Televisores,$,159999,139999,12,100,1,None,34,https://www.mercadolibre.com.ar/smart-tv-noblex-dq50x9500pi-qled-4k-50-black-series-con-google-tv/p/MLA19712052?pdp_filters=category:MLA1002#searchVariation=MLA19712052&position=2&search_layout=stack&,16/03/2023 05:25:09,Noblex,Black Series,DQ50X9500PI,91DQ50X9500PI,Negro,Sí,No,No,No,Google TV,LED,"50 """,4K,No,5000:1,9.5 ms,Sí,Sí,Sí,Sí,220V,,,,,116 cm x 7.6 cm x 65.2 cm,12 kg,116 cm,30.6 cm,70.4 cm,,Control remoto,,"Netflix, YouTube",3840 px - 2160 px,16:9,7,2,Sí,Sí,Sí,2,19 W,,350 cd/m²,60 Hz,,,,Google Assistant,No,,,,,,,,,,,,,,,
53,"Smart TV RCA C39AND LED 39"" 100V/240V",BR,None,Televisores,$,,61781,7,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-rca-c39and-led-39-100v240v/p/MLA19687020?pdp_filters=category:MLA1002#searchVariation=MLA19687020&position=3&search_layout=stack&type=product&tracking_id=245be,16/03/2023 05:25:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Smart TV Samsung QN55Q65BAGXZD QLED 4K 55"" 100V/240V",BR,None,Televisores,$,284999,269999,5,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-qn55q65bagxzd-qled-4k-55-100v240v/p/MLA19474324?pdp_filters=category:MLA1002#searchVariation=MLA19474324&position=4&search_layout=stack&type=product&tr,16/03/2023 05:25:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Smart TV Philips 65PUD7906/77 LED 4K 65"" 110V/240V",BR,4.6,Televisores,$,,249999,,1000,1,None,107,https://www.mercadolibre.com.ar/smart-tv-philips-65pud790677-led-4k-65-110v240v/p/MLA18593071?pdp_filters=category:MLA1002#searchVariation=MLA18593071&position=5&search_layout=stack&type=product&track,16/03/2023 05:25:16,Philips,,65PUD7906,65PUD7906/77,,Sí,,,,Android TV,LED,"65 """,4K,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,1450.5 mm x 85.1 mm x 833.5 mm,21.3 kg,,,,,"Control remoto, Baterías, Cable de alimentación, Guía de instalación, Manual, Soporte para la mesa, Manual electrónico",,"Prime Video, Disney+, Netflix, YouTube, Google Play Store",3840 px - 2160 px,16:9,4,2,Sí,,,2,20 W,Dolby Atmos,,,,,Sí,Google Assistant,,8 GB,,,,,4,,,,,,,,,
56,"TV portátil Philips 5500 Series 24PHD5565/77 LED HD 24"" 110V/240V",BR,4.5,Televisores,$,,42499,,1000,1,None,401,https://www.mercadolibre.com.ar/tv-portatil-philips-5500-series-24phd556577-led-hd-24-110v240v/p/MLA17849009?pdp_filters=category:MLA1002#searchVariation=MLA17849009&position=6&search_layout=stack&typ,16/03/2023 05:25:19,Philips,5500 Series,24PHD5565,24PHD5565/77,,,,,Sí,,LED,"24 """,HD,,,,Sí,Sí,,,110V/240V,50 Hz x 60 Hz,Sí,,Sí,556 mm x 68 mm x 338.2 mm,2.95 kg,556 mm,135 mm,366.7 mm,,"Soporte para la mesa, Control remoto, Baterías, Cable de alimentación, Guía de instalación",,,1366 px - 768 px,16:9,2,1,,Sí,,2,6 W,Surround,,,,,,,,,,,,,,,,,,,,,,
57,Smart Tv LG 32 Pulgadas 32lq630bpsa Wifi Bluetooth Thinq Ai,BR,4.7,Televisores,$,66999,62664,6,100,1,None,13,https://www.mercadolibre.com.ar/smart-tv-lg-32-pulgadas-32lq630bpsa-wifi-bluetooth-thinq-ai/p/MLA21193581?pdp_filters=category:MLA1002#searchVariation=MLA21193581&position=7&search_layout=stack&type=p,16/03/2023 05:25:21,LG,AI ThinQ,32LQ630BPSA,32LQ630BPSA,,Sí,No,No,No,,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Smart TV Enova LNV-32D1S-TDF LED HD 32"" 220V",BR,4.5,Televisores,$,48888,43999,10,1000,1,None,102,https://www.mercadolibre.com.ar/smart-tv-enova-lnv-32d1s-tdf-led-hd-32-220v/p/MLA18533166?pdp_filters=category:MLA1002#searchVariation=MLA18533166&position=8&search_layout=stack&type=product&tracking_,16/03/2023 05:25:25,Enova,,LNV-32D1S-TDF,,,Sí,,,,Linux,LED,"32 """,HD,,1200:1,10 ms,Sí,Sí,Sí,,220V,,Sí,,,731 mm x 68 mm x 433 mm,,,,,,,,"Netflix, YouTube",1366 px - 768 px,16:9,2,2,Sí,,,2,12 W,Dolby,,,,,,,,4 GB,,,,,4,,,,,,,,,
59,"Smart TV Philips 55PUD7906/77 LED 4K 55"" 110V/240V",BR,None,Televisores,$,,159999,,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-philips-55pud790677-led-4k-55-110v240v/p/MLA19052732?pdp_filters=category:MLA1002#searchVariation=MLA19052732&position=9&search_layout=stack&type=product&track,16/03/2023 05:25:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Smart TV Siera STV4303 LED Full HD 43"" 220V",BR,None,Televisores,$,,85586,,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-siera-stv4303-led-full-hd-43-220v/p/MLA19759454?pdp_filters=category:MLA1002#searchVariation=MLA19759454&position=10&search_layout=stack&type=product&tracking_,16/03/2023 05:25:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Led Tv Philips 43 Pfd6927/77 Android Smart Netflix Blanco,BR,None,Televisores,$,,84699,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1148871765-led-tv-philips-43-pfd692777-android-smart-netflix-blanco-_JM#position=29&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ecd0,16/03/2023 05:25:31,Philips,SMART + ANDROID,43PFD6927,43PFD6927/77,Blanco,Sí,No,No,No,Android TV,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,120V/220V,,Sí,,,95.8 cm x 8.2 cm x 56.8 cm,7.2 kg,95.8 cm,22.7 cm,58.7 cm,7.13 kg,,Sí,,1920 px - 1080 px,16:9,3,3,Sí,,Sí,2,8 W,,,,,,Sí,,,,,,,,,,,,,,,,,
62,"Smart TV Kanji KJ-32MT005 LED HD 32"" 220V",BR,None,Televisores,$,,66500,,1000,1,None,,https://www.mercadolibre.com.ar/smart-tv-kanji-kj-32mt005-led-hd-32-220v/p/MLA16234227?pdp_filters=category:MLA1002#searchVariation=MLA16234227&position=11&search_layout=stack&type=product&tracking_id,16/03/2023 05:25:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Smart Tv Tlc 50 Pulgadas L50p735 4k Hdr Google Tv,BR,None,Televisores,$,111999,97999,12,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1361320034-smart-tv-tlc-50-pulgadas-l50p735-4k-hdr-google-tv-_JM#position=30&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ecd06d4,16/03/2023 05:25:36,TCL,,L50P735,,,Sí,No,No,No,,LED,"50 """,4K,Sí,,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Smart Tv Led 40 Kanji Hd Android 1gb 8gb Hdmi Usb Remoto,BR,None,Televisores,$,,79998,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-816338748-smart-tv-led-40-kanji-hd-android-1gb-8gb-hdmi-usb-remoto-_JM#position=31&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ecd06,16/03/2023 05:25:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Smart TV Samsung Series 7 UN50TU7000GCZB LED 4K 50"" 220V - 240V",BR,None,Televisores,$,,137999,,10,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-series-7-un50tu7000gczb-led-4k-50-220v-240v/p/MLA16233171?pdp_filters=category:MLA1002#searchVariation=MLA16233171&position=12&search_layout=stack&type,16/03/2023 05:25:39,Samsung,Series 7,UN50TU7000,UN50TU7000GCZB,,Sí,,,,Tizen,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,,Sí,Sí,Sí,1116.8 mm x 59.9 mm x 644.2 mm,11.4 kg,1116.8 mm,249.7 mm,713.6 mm,11.6 kg,"Cable de alimentación, Manual, Manual electrónico, Control remoto TM1940A",Sí,"Samsung Promotion, YouTube, Netflix, Apple TV, SmartThings, Web browser, Prime Video, Gallery, Google Play Movies & TV, Google Play Store",3840 px - 2160 px,16:9,2,1,Sí,Sí,Sí,2,20 W,Dolby Digital Plus,,,,,,,,,,,,,,,,,,,,,,
66,"Smart TV TCL L55C635 QLED 4K 55"" 220V",BR,4.8,Televisores,$,,213558,7,100,1,None,13,https://www.mercadolibre.com.ar/smart-tv-tcl-l55c635-qled-4k-55-220v/p/MLA21076856?pdp_filters=category:MLA1002#searchVariation=MLA21076856&position=13&search_layout=stack&type=product&tracking_id=245,16/03/2023 05:25:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Smart Tv Samsung Serie 8 Un65bu8000gczb Led 4k 65  100-240v,BR,None,Televisores,$,299999,287999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1242358301-smart-tv-samsung-serie-8-un65bu8000gczb-led-4k-65-100-240v-_JM#position=32&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ec,16/03/2023 05:25:45,Samsung,Crystal UHD,UN65BU8000G,UN65BU8000GXZD,Negro,Sí,No,No,No,Tizen,LED,"65 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,1450.9 mm x 25.7 mm x 831.9 mm,20.9 kg,1450.9 mm,281.8 mm,869.6 mm,21.3 kg,"Smart control TM2280E,Manual,Manual electrónico,Cable de alimentación",Sí,"Samsung TV Plus,Netflix,Prime Video,GloboPlay,Disney+,Apple TV,YouTube,Web browser,Home Yoga,Music,SmartThings",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,20 W,"Adaptive Sound,Dolby Digital Plus,Q-Symphony",,60 Hz,No,No,Sí,"Google Assistant,Alexa,Bixby",,,No,,,,,,,,,,,,,
68,"Smart TV TCL P725-Series 55P725 DLED 4K 55"" 100V/240V",BR,4.6,Televisores,$,,127999,5,1000,1,None,199,https://www.mercadolibre.com.ar/smart-tv-tcl-p725-series-55p725-dled-4k-55-100v240v/p/MLA18708179?pdp_filters=category:MLA1002#searchVariation=MLA18708179&position=14&search_layout=stack&type=product&,16/03/2023 05:25:48,TCL,P725-Series,55P725,,,Sí,,,,Android TV,DLED,"55 """,4K,Sí,5000:1,6.5 ms,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,,,Sí,1234 mm x 86 mm x 724 mm,11 kg,1234 mm,265 mm,774 mm,11.2 kg,"Control remoto RC901V, Baterías, Manual, Guía de instalación",Sí,"Netflix, Prime Video, YouTube, Google Play Store, Stan, Kayo, Disney+, Binge, Foxtel, Google Play Games, Google Play Movies & TV",3840 px - 2160 px,16:9,3,2,Sí,Sí,,,,"Dolby Atmos, Standard, DTS-HD",300 cd/m²,100 Hz,,Sí,Sí,Google Assistant,,16 GB,,,178°,178°,,,,,,,,,,
69,Smart Tv Noblex Db39x7000pi 39'' Led Hd Android Tv,BR,None,Televisores,$,89999,76999,14,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1297496843-smart-tv-noblex-db39x7000pi-39-led-hd-android-tv-_JM#position=33&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ecd06d4,16/03/2023 05:25:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Smart Tv Led 55  4k 91mt55 Motorola,BR,None,Televisores,$,,146999,,5,1,None,,https://www.mercadolibre.com.ar/smart-tv-led-55-4k-91mt55-motorola/p/MLA20939326?pdp_filters=category:MLA1002#searchVariation=MLA20939326&position=15&search_layout=stack&type=product&tracking_id=245be,16/03/2023 05:25:51,Motorola,,91MT55Y003A1B,,,,,,,,,"55 """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Tv Led Noblex Db24x4000 24  Hd,BR,3.9,Televisores,$,48999,36999,24,100,1,None,12,https://articulo.mercadolibre.com.ar/MLA-1202813860-tv-led-noblex-db24x4000-24-hd-_JM#position=34&search_layout=stack&type=item&tracking_id=245beeda-1fe9-47d9-aaee-cee55ecd06d4,16/03/2023 05:25:54,Noblex,DB,DB24X4000,91DB24X4000,Negro,No,No,No,No,Linux,LED,"24 """,HD,No,3000:1,8.5 ms,Sí,Sí,No,No,220V,60Hz,,No,,55.3 cm x 7.53 cm x 34 cm,2.5 kg,,,,,,No,,1368 px - 768 px,16:9,2,1,No,No,Sí,2,10 W,,200 cd/m²,60 Hz,No,No,No,,No,,,,170°,170°,,,,,,,,,,
